-------------  TOF INSERTIONS  -------------
--- 0 READS          |          1 WRITES 
--- 6 READS          |          149 WRITES 
--- 6 READS          |          105 WRITES 
--- 5 READS          |          103 WRITES 
--- 5 READS          |          91 WRITES 
--- 6 READS          |          3 WRITES 
--- 5 READS          |          39 WRITES 
--- 6 READS          |          105 WRITES 
--- 6 READS          |          59 WRITES 
--- 7 READS          |          87 WRITES 
--- 5 READS          |          39 WRITES 
--- 4 READS          |          75 WRITES 
--- 6 READS          |          15 WRITES 
--- 6 READS          |          139 WRITES 
--- 4 READS          |          161 WRITES 
--- 2 READS          |          129 WRITES 
--- 6 READS          |          105 WRITES 
--- 7 READS          |          67 WRITES 
--- 2 READS          |          129 WRITES 
--- 7 READS          |          93 WRITES 
--- 5 READS          |          5 WRITES 
--- 5 READS          |          61 WRITES 
--- 5 READS          |          71 WRITES 
--- 7 READS          |          57 WRITES 
--- 6 READS          |          79 WRITES 
--- 6 READS          |          123 WRITES 
--- 6 READS          |          69 WRITES 
--- 4 READS          |          33 WRITES 
--- 5 READS          |          167 WRITES 
--- 6 READS          |          123 WRITES 
--- 7 READS          |          57 WRITES 
--- 6 READS          |          149 WRITES 
--- 6 READS          |          15 WRITES 
--- 6 READS          |          79 WRITES 
--- 7 READS          |          93 WRITES 
--- 6 READS          |          25 WRITES 
--- 6 READS          |          53 WRITES 
--- 6 READS          |          37 WRITES 
--- 7 READS          |          121 WRITES 
--- 7 READS          |          57 WRITES 
--- 4 READS          |          11 WRITES 
--- 6 READS          |          145 WRITES 
--- 6 READS          |          155 WRITES 
--- 7 READS          |          115 WRITES 
--- 6 READS          |          159 WRITES 
--- 7 READS          |          57 WRITES 
--- 7 READS          |          13 WRITES 
--- 6 READS          |          117 WRITES 
--- 6 READS          |          37 WRITES 
--- 5 READS          |          49 WRITES 
--- 7 READS          |          45 WRITES 
--- 7 READS          |          94 WRITES 
--- 6 READS          |          47 WRITES 
--- 5 READS          |          115 WRITES 
--- 5 READS          |          49 WRITES 
--- 4 READS          |          99 WRITES 
--- 5 READS          |          49 WRITES 
--- 4 READS          |          163 WRITES 
--- 6 READS          |          53 WRITES 
--- 6 READS          |          81 WRITES 
--- 6 READS          |          97 WRITES 
--- 5 READS          |          17 WRITES 
--- 1 READS          |          87 WRITES 
--- 4 READS          |          99 WRITES 
--- 5 READS          |          71 WRITES 
--- 6 READS          |          9 WRITES 
--- 6 READS          |          125 WRITES 
--- 5 READS          |          5 WRITES 
--- 6 READS          |          69 WRITES 
--- 6 READS          |          103 WRITES 
--- 6 READS          |          119 WRITES 
--- 5 READS          |          83 WRITES 
--- 6 READS          |          157 WRITES 
--- 3 READS          |          153 WRITES 
--- 7 READS          |          73 WRITES 
--- 5 READS          |          127 WRITES 
--- 6 READS          |          31 WRITES 
--- 4 READS          |          99 WRITES 
--- 7 READS          |          165 WRITES 
--- 6 READS          |          125 WRITES 
--- 6 READS          |          135 WRITES 
--- 6 READS          |          31 WRITES 
--- 7 READS          |          123 WRITES 
--- 5 READS          |          105 WRITES 
--- 7 READS          |          13 WRITES 
--- 3 READS          |          153 WRITES 
--- 6 READS          |          81 WRITES 
--- 5 READS          |          115 WRITES 
--- 6 READS          |          129 WRITES 
--- 6 READS          |          37 WRITES 
--- 7 READS          |          145 WRITES 
--- 6 READS          |          119 WRITES 
--- 4 READS          |          11 WRITES 
--- 6 READS          |          15 WRITES 
--- 2 READS          |          131 WRITES 
--- 5 READS          |          105 WRITES 
--- 4 READS          |          33 WRITES 
--- 6 READS          |          97 WRITES 
--- 7 READS          |          23 WRITES 
--- 5 READS          |          93 WRITES 
--- 5 READS          |          49 WRITES 
--- 7 READS          |          133 WRITES 
--- 5 READS          |          149 WRITES 
--- 6 READS          |          135 WRITES 
--- 2 READS          |          131 WRITES 
--- 7 READS          |          89 WRITES 
--- 5 READS          |          49 WRITES 
--- 6 READS          |          59 WRITES 
--- 6 READS          |          31 WRITES 
--- 6 READS          |          147 WRITES 
--- 5 READS          |          137 WRITES 
--- 7 READS          |          139 WRITES 
--- 7 READS          |          23 WRITES 
--- 5 READS          |          17 WRITES 
--- 5 READS          |          49 WRITES 
--- 5 READS          |          137 WRITES 
--- 7 READS          |          67 WRITES 
--- 5 READS          |          5 WRITES 
--- 7 READS          |          155 WRITES 
--- 7 READS          |          73 WRITES 
--- 7 READS          |          139 WRITES 
--- 7 READS          |          46 WRITES 
--- 6 READS          |          163 WRITES 
--- 5 READS          |          171 WRITES 
--- 7 READS          |          145 WRITES 
--- 6 READS          |          103 WRITES 
--- 5 READS          |          17 WRITES 
--- 7 READS          |          155 WRITES 
--- 7 READS          |          117 WRITES 
--- 6 READS          |          41 WRITES 
--- 6 READS          |          85 WRITES 
--- 7 READS          |          45 WRITES 
--- 6 READS          |          63 WRITES 
--- 6 READS          |          31 WRITES 
--- 2 READS          |          131 WRITES 
--- 6 READS          |          85 WRITES 
--- 7 READS          |          117 WRITES 
--- 7 READS          |          95 WRITES 
--- 7 READS          |          13 WRITES 
--- 1 READS          |          87 WRITES 
--- 5 READS          |          83 WRITES 
--- 4 READS          |          99 WRITES 
--- 7 READS          |          117 WRITES 
--- 6 READS          |          163 WRITES 
--- 6 READS          |          9 WRITES 
--- 6 READS          |          107 WRITES 
--- 7 READS          |          73 WRITES 
--- 6 READS          |          3 WRITES 
--- 5 READS          |          71 WRITES 
--- 5 READS          |          171 WRITES 
--- 2 READS          |          43 WRITES 
--- 5 READS          |          149 WRITES 
--- 5 READS          |          27 WRITES 
--- 5 READS          |          149 WRITES 
--- 7 READS          |          139 WRITES 
--- 6 READS          |          135 WRITES 
--- 6 READS          |          163 WRITES 
--- 3 READS          |          153 WRITES 
--- 4 READS          |          165 WRITES 
--- 7 READS          |          67 WRITES 
--- 6 READS          |          147 WRITES 
--- 5 READS          |          5 WRITES 
--- 5 READS          |          39 WRITES 
--- 7 READS          |          117 WRITES 
--- 6 READS          |          169 WRITES 
--- 6 READS          |          129 WRITES 
--- 7 READS          |          23 WRITES 
--- 7 READS          |          145 WRITES 
--- 7 READS          |          23 WRITES 
--- 4 READS          |          33 WRITES 
--- 7 READS          |          95 WRITES 
--- 6 READS          |          59 WRITES 
--- 4 READS          |          33 WRITES 
--- 7 READS          |          155 WRITES 
--- 7 READS          |          13 WRITES 
--- 7 READS          |          153 WRITES 
--- 7 READS          |          1 WRITES 
--- 5 READS          |          61 WRITES 
--- 7 READS          |          67 WRITES 
--- 5 READS          |          27 WRITES 
--- 6 READS          |          173 WRITES 
--- 7 READS          |          161 WRITES 
--- 4 READS          |          99 WRITES 
--- 7 READS          |          45 WRITES 
--- 7 READS          |          67 WRITES 
--- 6 READS          |          15 WRITES 
--- 7 READS          |          1 WRITES 
--- 3 READS          |          65 WRITES 
--- 7 READS          |          133 WRITES 
--- 2 READS          |          131 WRITES 
--- 6 READS          |          119 WRITES 
--- 3 READS          |          154 WRITES 
--- 7 READS          |          135 WRITES 
--- 6 READS          |          109 WRITES 
--- 6 READS          |          93 WRITES 
--- 6 READS          |          99 WRITES 
--- 7 READS          |          19 WRITES 
--- 7 READS          |          53 WRITES 
--- 6 READS          |          171 WRITES 
--- 7 READS          |          47 WRITES 
--- 3 READS          |          155 WRITES 
--- 4 READS          |          123 WRITES 
--- 6 READS          |          43 WRITES 
--- 7 READS          |          147 WRITES 
--- 6 READS          |          137 WRITES 
--- 7 READS          |          47 WRITES 
--- 7 READS          |          135 WRITES 
--- 6 READS          |          143 WRITES 
--- 7 READS          |          7 WRITES 
--- 7 READS          |          31 WRITES 
--- 5 READS          |          129 WRITES 
--- 6 READS          |          149 WRITES 
--- 5 READS          |          41 WRITES 
--- 3 READS          |          23 WRITES 
--- 7 READS          |          37 WRITES 
--- 5 READS          |          73 WRITES 
--- 7 READS          |          119 WRITES 
--- 7 READS          |          125 WRITES 
--- 2 READS          |          133 WRITES 
--- 3 READS          |          67 WRITES 
--- 5 READS          |          29 WRITES 
--- 7 READS          |          47 WRITES 
--- 6 READS          |          55 WRITES 
--- 2 READS          |          45 WRITES 
--- 4 READS          |          145 WRITES 
--- 5 READS          |          117 WRITES 
--- 5 READS          |          151 WRITES 
--- 7 READS          |          147 WRITES 
--- 5 READS          |          129 WRITES 
--- 5 READS          |          173 WRITES 
--- 7 READS          |          119 WRITES 
--- 7 READS          |          31 WRITES 
--- 7 READS          |          119 WRITES 
--- 7 READS          |          25 WRITES 
--- 7 READS          |          125 WRITES 
--- 6 READS          |          87 WRITES 
--- 7 READS          |          125 WRITES 
--- 6 READS          |          87 WRITES 
--- 7 READS          |          69 WRITES 
--- 4 READS          |          11 WRITES 
--- 3 READS          |          155 WRITES 
--- 4 READS          |          123 WRITES 
--- 7 READS          |          37 WRITES 
--- 7 READS          |          13 WRITES 
--- 3 READS          |          23 WRITES 
--- 7 READS          |          13 WRITES 
--- 5 READS          |          161 WRITES 
--- 5 READS          |          85 WRITES 
--- 6 READS          |          153 WRITES 
--- 7 READS          |          135 WRITES 
--- 6 READS          |          39 WRITES 
--- 6 READS          |          171 WRITES 
--- 7 READS          |          69 WRITES 
--- 7 READS          |          13 WRITES 
--- 5 READS          |          129 WRITES 
--- 7 READS          |          31 WRITES 
--- 7 READS          |          113 WRITES 
--- 6 READS          |          77 WRITES 
--- 3 READS          |          67 WRITES 
--- 7 READS          |          169 WRITES 
--- 7 READS          |          47 WRITES 
--- 6 READS          |          50 WRITES 
--- 1 READS          |          89 WRITES 
--- 6 READS          |          167 WRITES 
--- 4 READS          |          169 WRITES 
--- 6 READS          |          49 WRITES 
--- 7 READS          |          13 WRITES 
--- 4 READS          |          35 WRITES 
--- 7 READS          |          25 WRITES 
--- 7 READS          |          13 WRITES 
--- 6 READS          |          27 WRITES 
--- 7 READS          |          13 WRITES 
--- 7 READS          |          19 WRITES 
--- 4 READS          |          11 WRITES 
--- 7 READS          |          81 WRITES 
--- 5 READS          |          95 WRITES 
--- 6 READS          |          151 WRITES 
--- 7 READS          |          7 WRITES 
--- 7 READS          |          143 WRITES 
--- 7 READS          |          47 WRITES 
--- 7 READS          |          137 WRITES 
--- 5 READS          |          107 WRITES 
--- 6 READS          |          77 WRITES 
--- 3 READS          |          113 WRITES 
--- 5 READS          |          119 WRITES 
--- 7 READS          |          143 WRITES 
--- 7 READS          |          81 WRITES 
--- 5 READS          |          153 WRITES 
--- 6 READS          |          129 WRITES 
--- 7 READS          |          69 WRITES 
--- 7 READS          |          75 WRITES 
--- 6 READS          |          167 WRITES 
--- 7 READS          |          19 WRITES 
--- 6 READS          |          39 WRITES 
--- 7 READS          |          47 WRITES 
--- 6 READS          |          87 WRITES 
--- 6 READS          |          173 WRITES 
--- 5 READS          |          141 WRITES 
--- 5 READS          |          29 WRITES 
--- 7 READS          |          75 WRITES 
--- 5 READS          |          73 WRITES 
--- 7 READS          |          103 WRITES 
--- 7 READS          |          75 WRITES 
--- 5 READS          |          153 WRITES 
--- 7 READS          |          127 WRITES 
--- 7 READS          |          109 WRITES 
--- 6 READS          |          49 WRITES 
--- 7 READS          |          13 WRITES 
--- 1 READS          |          89 WRITES 
--- 6 READS          |          83 WRITES 
--- 6 READS          |          151 WRITES 
--- 3 READS          |          113 WRITES 
--- 6 READS          |          61 WRITES 
--- 6 READS          |          133 WRITES 
--- 7 READS          |          81 WRITES 
--- 5 READS          |          63 WRITES 
--- 5 READS          |          41 WRITES 
--- 6 READS          |          3 WRITES 
--- 6 READS          |          177 WRITES 
--- 4 READS          |          147 WRITES 
--- 7 READS          |          37 WRITES 
--- 7 READS          |          69 WRITES 
--- 7 READS          |          149 WRITES 
--- 5 READS          |          175 WRITES 
--- 6 READS          |          33 WRITES 
--- 7 READS          |          59 WRITES 
--- 7 READS          |          69 WRITES 
--- 7 READS          |          171 WRITES 
--- 4 READS          |          169 WRITES 
--- 5 READS          |          175 WRITES 
--- 6 READS          |          3 WRITES 
--- 7 READS          |          122 WRITES 
--- 3 READS          |          23 WRITES 
--- 6 READS          |          27 WRITES 
--- 7 READS          |          173 WRITES 
--- 6 READS          |          131 WRITES 
--- 6 READS          |          85 WRITES 
--- 7 READS          |          151 WRITES 
--- 6 READS          |          157 WRITES 
--- 3 READS          |          159 WRITES 
--- 6 READS          |          119 WRITES 
--- 6 READS          |          107 WRITES 
--- 6 READS          |          101 WRITES 
--- 4 READS          |          171 WRITES 
--- 7 READS          |          105 WRITES 
--- 6 READS          |          163 WRITES 
--- 3 READS          |          159 WRITES 
--- 7 READS          |          105 WRITES 
--- 5 READS          |          165 WRITES 
--- 7 READS          |          161 WRITES 
--- 7 READS          |          145 WRITES 
--- 4 READS          |          149 WRITES 
--- 1 READS          |          91 WRITES 
--- 3 READS          |          159 WRITES 
--- 7 READS          |          59 WRITES 
--- 6 READS          |          43 WRITES 
--- 5 READS          |          97 WRITES 
--- 6 READS          |          85 WRITES 
--- 7 READS          |          139 WRITES 
--- 7 READS          |          59 WRITES 
--- 4 READS          |          11 WRITES 
--- 5 READS          |          97 WRITES 
--- 6 READS          |          95 WRITES 
--- 6 READS          |          141 WRITES 
--- 4 READS          |          57 WRITES 
--- 3 READS          |          159 WRITES 
--- 5 READS          |          29 WRITES 
--- 7 READS          |          139 WRITES 
--- 7 READS          |          77 WRITES 
--- 5 READS          |          165 WRITES 
--- 5 READS          |          155 WRITES 
--- 5 READS          |          97 WRITES 
--- 6 READS          |          33 WRITES 
--- 6 READS          |          95 WRITES 
--- 6 READS          |          61 WRITES 
--- 6 READS          |          135 WRITES 
--- 7 READS          |          31 WRITES 
--- 6 READS          |          169 WRITES 
--- 6 READS          |          135 WRITES 
--- 7 READS          |          99 WRITES 
--- 6 READS          |          43 WRITES 
--- 6 READS          |          67 WRITES 
--- 6 READS          |          131 WRITES 
--- 4 READS          |          171 WRITES 
--- 7 READS          |          129 WRITES 
--- 4 READS          |          149 WRITES 
--- 1 READS          |          91 WRITES 
--- 4 READS          |          149 WRITES 
--- 7 READS          |          167 WRITES 
--- 4 READS          |          171 WRITES 
--- 5 READS          |          75 WRITES 
--- 6 READS          |          107 WRITES 
--- 6 READS          |          157 WRITES 
--- 6 READS          |          89 WRITES 
--- 7 READS          |          71 WRITES 
--- 5 READS          |          155 WRITES 
--- 7 READS          |          173 WRITES 
--- 6 READS          |          125 WRITES 
--- 6 READS          |          73 WRITES 
--- 7 READS          |          139 WRITES 
--- 3 READS          |          115 WRITES 
--- 6 READS          |          176 WRITES 
--- 5 READS          |          87 WRITES 
--- 7 READS          |          31 WRITES 
--- 7 READS          |          53 WRITES 
--- 6 READS          |          73 WRITES 
--- 7 READS          |          71 WRITES 
--- 4 READS          |          11 WRITES 
--- 7 READS          |          105 WRITES 
--- 5 READS          |          97 WRITES 
--- 5 READS          |          51 WRITES 
--- 4 READS          |          103 WRITES 
--- 3 READS          |          161 WRITES 
--- 7 READS          |          65 WRITES 
--- 4 READS          |          11 WRITES 
--- 6 READS          |          21 WRITES 
--- 6 READS          |          9 WRITES 
--- 7 READS          |          19 WRITES 
--- 6 READS          |          67 WRITES 
--- 6 READS          |          147 WRITES 
--- 7 READS          |          77 WRITES 
--- 4 READS          |          57 WRITES 
--- 7 READS          |          105 WRITES 
--- 6 READS          |          119 WRITES 
--- 5 READS          |          51 WRITES 
--- 5 READS          |          133 WRITES 
--- 3 READS          |          69 WRITES 
--- 6 READS          |          89 WRITES 
--- 6 READS          |          165 WRITES 
--- 6 READS          |          119 WRITES 
--- 4 READS          |          11 WRITES 
--- 6 READS          |          147 WRITES 
--- 7 READS          |          71 WRITES 
--- 7 READS          |          145 WRITES 
--- 7 READS          |          105 WRITES 
--- 2 READS          |          137 WRITES 
--- 7 READS          |          83 WRITES 
--- 4 READS          |          11 WRITES 
--- 6 READS          |          85 WRITES 
--- 5 READS          |          51 WRITES 
--- 4 READS          |          103 WRITES 
--- 6 READS          |          43 WRITES 
--- 6 READS          |          147 WRITES 
--- 7 READS          |          7 WRITES 
--- 5 READS          |          143 WRITES 
--- 5 READS          |          109 WRITES 
--- 6 READS          |          9 WRITES 
--- 5 READS          |          51 WRITES 
--- 7 READS          |          83 WRITES 
--- 7 READS          |          7 WRITES 
--- 4 READS          |          81 WRITES 
--- 6 READS          |          55 WRITES 
--- 5 READS          |          97 WRITES 
--- 5 READS          |          75 WRITES 
--- 4 READS          |          173 WRITES 
--- 3 READS          |          115 WRITES 
--- 7 READS          |          25 WRITES 
--- 5 READS          |          63 WRITES 
--- 5 READS          |          121 WRITES 
--- 2 READS          |          137 WRITES 
--- 6 READS          |          147 WRITES 
--- 7 READS          |          151 WRITES 
--- 6 READS          |          61 WRITES 
--- 7 READS          |          117 WRITES 
--- 4 READS          |          11 WRITES 
--- 6 READS          |          61 WRITES 
--- 4 READS          |          57 WRITES 
--- 7 READS          |          163 WRITES 
--- 7 READS          |          151 WRITES 
--- 7 READS          |          37 WRITES 
--- 6 READS          |          135 WRITES 
--- 5 READS          |          98 WRITES 
--- 2 READS          |          139 WRITES 
--- 6 READS          |          121 WRITES 
--- 7 READS          |          101 WRITES 
--- 7 READS          |          101 WRITES 
--- 6 READS          |          69 WRITES 
--- 6 READS          |          127 WRITES 
--- 4 READS          |          83 WRITES 
--- 7 READS          |          13 WRITES 
--- 5 READS          |          157 WRITES 
--- 7 READS          |          49 WRITES 
--- 7 READS          |          37 WRITES 
--- 7 READS          |          177 WRITES 
--- 7 READS          |          55 WRITES 
--- 7 READS          |          7 WRITES 
--- 6 READS          |          87 WRITES 
--- 7 READS          |          101 WRITES 
--- 7 READS          |          55 WRITES 
--- 6 READS          |          115 WRITES 
--- 3 READS          |          163 WRITES 
--- 5 READS          |          53 WRITES 
--- 3 READS          |          117 WRITES 
--- 7 READS          |          147 WRITES 
--- 6 READS          |          103 WRITES 
--- 5 READS          |          89 WRITES 
--- 7 READS          |          73 WRITES 
--- 7 READS          |          13 WRITES 
--- 7 READS          |          171 WRITES 
--- 5 READS          |          145 WRITES 
--- 7 READS          |          55 WRITES 
--- 1 READS          |          93 WRITES 
--- 7 READS          |          119 WRITES 
--- 7 READS          |          73 WRITES 
--- 6 READS          |          161 WRITES 
--- 5 READS          |          5 WRITES 
--- 7 READS          |          7 WRITES 
--- 7 READS          |          165 WRITES 
--- 5 READS          |          111 WRITES 
--- 3 READS          |          163 WRITES 
--- 6 READS          |          91 WRITES 
--- 7 READS          |          73 WRITES 
--- 3 READS          |          163 WRITES 
--- 3 READS          |          71 WRITES 
--- 6 READS          |          179 WRITES 
--- 7 READS          |          61 WRITES 
--- 7 READS          |          141 WRITES 
--- 4 READS          |          105 WRITES 
--- 5 READS          |          53 WRITES 
--- 7 READS          |          159 WRITES 
--- 6 READS          |          183 WRITES 
--- 7 READS          |          73 WRITES 
--- 5 READS          |          135 WRITES 
--- 6 READS          |          183 WRITES 
--- 5 READS          |          111 WRITES 
--- 6 READS          |          183 WRITES 
--- 6 READS          |          167 WRITES 
--- 6 READS          |          121 WRITES 
--- 5 READS          |          169 WRITES 
--- 6 READS          |          87 WRITES 
--- 6 READS          |          27 WRITES 
--- 7 READS          |          147 WRITES 
--- 5 READS          |          169 WRITES 
--- 5 READS          |          17 WRITES 
--- 5 READS          |          111 WRITES 
--- 4 READS          |          35 WRITES 
--- 3 READS          |          71 WRITES 
--- 6 READS          |          33 WRITES 
--- 2 READS          |          139 WRITES 
--- 6 READS          |          183 WRITES 
--- 7 READS          |          153 WRITES 
--- 6 READS          |          162 WRITES 
--- 3 READS          |          117 WRITES 
--- 7 READS          |          79 WRITES 
--- 7 READS          |          131 WRITES 
--- 2 READS          |          47 WRITES 
--- 4 READS          |          105 WRITES 
--- 7 READS          |          43 WRITES 
--- 7 READS          |          149 WRITES 
--- 4 READS          |          11 WRITES 
--- 6 READS          |          87 WRITES 
--- 6 READS          |          57 WRITES 
--- 6 READS          |          109 WRITES 
--- 6 READS          |          175 WRITES 
--- 2 READS          |          47 WRITES 
--- 7 READS          |          13 WRITES 
--- 5 READS          |          5 WRITES 
--- 2 READS          |          141 WRITES 
--- 6 READS          |          9 WRITES 
--- 7 READS          |          79 WRITES 
--- 7 READS          |          167 WRITES 
--- 7 READS          |          13 WRITES 
--- 7 READS          |          179 WRITES 
--- 5 READS          |          99 WRITES 
--- 6 READS          |          15 WRITES 
--- 3 READS          |          165 WRITES 
--- 7 READS          |          155 WRITES 
--- 7 READS          |          7 WRITES 
--- 4 READS          |          83 WRITES 
--- 7 READS          |          105 WRITES 
--- 5 READS          |          5 WRITES 
--- 6 READS          |          27 WRITES 
--- 3 READS          |          117 WRITES 
--- 6 READS          |          181 WRITES 
--- 6 READS          |          15 WRITES 
--- 6 READS          |          127 WRITES 
--- 7 READS          |          49 WRITES 
--- 5 READS          |          147 WRITES 
--- 3 READS          |          71 WRITES 
--- 7 READS          |          125 WRITES 
--- 5 READS          |          171 WRITES 
--- 6 READS          |          127 WRITES 
--- 7 READS          |          43 WRITES 
--- 7 READS          |          155 WRITES 
--- 4 READS          |          83 WRITES 
--- 6 READS          |          57 WRITES 
--- 6 READS          |          175 WRITES 
--- 7 READS          |          143 WRITES 
--- 6 READS          |          87 WRITES 
--- 4 READS          |          11 WRITES 
--- 7 READS          |          119 WRITES 
--- 5 READS          |          159 WRITES 
--- 6 READS          |          51 WRITES 
--- 7 READS          |          155 WRITES 
--- 6 READS          |          163 WRITES 
--- 5 READS          |          77 WRITES 
--- 6 READS          |          103 WRITES 
--- 7 READS          |          13 WRITES 
--- 6 READS          |          127 WRITES 
--- 5 READS          |          159 WRITES 
--- 6 READS          |          3 WRITES 
--- 7 READS          |          119 WRITES 
--- 4 READS          |          83 WRITES 
--- 7 READS          |          19 WRITES 
--- 6 READS          |          87 WRITES 
--- 6 READS          |          87 WRITES 
--- 7 READS          |          7 WRITES 
--- 6 READS          |          91 WRITES 
--- 7 READS          |          37 WRITES 
--- 6 READS          |          175 WRITES 
--- 5 READS          |          77 WRITES 
--- 6 READS          |          52 WRITES 
--- 6 READS          |          165 WRITES 
--- 5 READS          |          77 WRITES 
--- 6 READS          |          93 WRITES 
--- 7 READS          |          79 WRITES 
--- 7 READS          |          91 WRITES 
--- 6 READS          |          171 WRITES 
--- 7 READS          |          121 WRITES 
--- 7 READS          |          49 WRITES 
--- 2 READS          |          143 WRITES 
--- 6 READS          |          69 WRITES 
--- 7 READS          |          175 WRITES 
--- 5 READS          |          53 WRITES 
--- 6 READS          |          171 WRITES 
--- 3 READS          |          167 WRITES 
--- 5 READS          |          185 WRITES 
--- 6 READS          |          27 WRITES 
--- 4 READS          |          11 WRITES 
--- 7 READS          |          133 WRITES 
--- 6 READS          |          3 WRITES 
--- 7 READS          |          61 WRITES 
--- 6 READS          |          105 WRITES 
--- 7 READS          |          37 WRITES 
--- 7 READS          |          145 WRITES 
--- 6 READS          |          63 WRITES 
--- 5 READS          |          29 WRITES 
--- 6 READS          |          93 WRITES 
--- 6 READS          |          141 WRITES 
--- 6 READS          |          27 WRITES 
--- 7 READS          |          61 WRITES 
--- 6 READS          |          111 WRITES 
--- 7 READS          |          121 WRITES 
--- 5 READS          |          41 WRITES 
--- 7 READS          |          79 WRITES 
--- 4 READS          |          155 WRITES 
--- 7 READS          |          139 WRITES 
--- 6 READS          |          63 WRITES 
--- 7 READS          |          55 WRITES 
--- 6 READS          |          57 WRITES 
--- 4 READS          |          155 WRITES 
--- 7 READS          |          145 WRITES 
--- 5 READS          |          125 WRITES 
--- 7 READS          |          163 WRITES 
--- 3 READS          |          119 WRITES 
--- 5 READS          |          53 WRITES 
--- 5 READS          |          5 WRITES 
--- 6 READS          |          117 WRITES 
--- 6 READS          |          159 WRITES 
--- 7 READS          |          121 WRITES 
--- 7 READS          |          85 WRITES 
--- 5 READS          |          149 WRITES 
--- 6 READS          |          63 WRITES 
--- 6 READS          |          141 WRITES 
--- 6 READS          |          123 WRITES 
--- 5 READS          |          5 WRITES 
--- 6 READS          |          187 WRITES 
--- 7 READS          |          139 WRITES 
--- 7 READS          |          43 WRITES 
--- 4 READS          |          131 WRITES 
--- 6 READS          |          123 WRITES 
--- 5 READS          |          185 WRITES 
--- 6 READS          |          171 WRITES 
--- 1 READS          |          95 WRITES 
--- 2 READS          |          47 WRITES 
--- 7 READS          |          157 WRITES 
--- 6 READS          |          111 WRITES 
--- 5 READS          |          173 WRITES 
--- 7 READS          |          115 WRITES 
--- 3 READS          |          119 WRITES 
--- 6 READS          |          147 WRITES 
--- 7 READS          |          2 WRITES 
--- 7 READS          |          67 WRITES 
--- 7 READS          |          151 WRITES 
--- 6 READS          |          9 WRITES 
--- 6 READS          |          33 WRITES 
--- 6 READS          |          153 WRITES 
--- 7 READS          |          121 WRITES 
--- 6 READS          |          189 WRITES 
--- 6 READS          |          3 WRITES 
--- 2 READS          |          143 WRITES 
--- 5 READS          |          173 WRITES 
--- 6 READS          |          141 WRITES 
--- 4 READS          |          131 WRITES 
--- 6 READS          |          123 WRITES 
--- 6 READS          |          135 WRITES 
--- 7 READS          |          67 WRITES 
--- 5 READS          |          65 WRITES 
--- 6 READS          |          189 WRITES 
--- 5 READS          |          185 WRITES 
--- 6 READS          |          147 WRITES 
--- 6 READS          |          33 WRITES 
--- 5 READS          |          185 WRITES 
--- 5 READS          |          125 WRITES 
--- 7 READS          |          67 WRITES 
--- 3 READS          |          167 WRITES 
--- 4 READS          |          179 WRITES 
--- 6 READS          |          9 WRITES 
--- 7 READS          |          139 WRITES 
--- 7 READS          |          157 WRITES 
--- 3 READS          |          71 WRITES 
--- 6 READS          |          183 WRITES 
--- 6 READS          |          9 WRITES 
--- 5 READS          |          101 WRITES 
--- 6 READS          |          183 WRITES 
--- 4 READS          |          35 WRITES 
--- 4 READS          |          11 WRITES 
--- 4 READS          |          131 WRITES 
--- 6 READS          |          69 WRITES 
--- 7 READS          |          181 WRITES 
--- 7 READS          |          103 WRITES 
--- 6 READS          |          117 WRITES 
--- 4 READS          |          35 WRITES 
--- 6 READS          |          165 WRITES 
--- 7 READS          |          91 WRITES 
--- 7 READS          |          73 WRITES 
--- 6 READS          |          3 WRITES 
--- 5 READS          |          173 WRITES 
--- 5 READS          |          125 WRITES 
--- 5 READS          |          101 WRITES 
--- 6 READS          |          9 WRITES 
--- 6 READS          |          45 WRITES 
--- 7 READS          |          79 WRITES 
--- 7 READS          |          115 WRITES 
--- 3 READS          |          167 WRITES 
--- 6 READS          |          3 WRITES 
--- 6 READS          |          189 WRITES 
--- 6 READS          |          165 WRITES 
--- 6 READS          |          135 WRITES 
--- 6 READS          |          189 WRITES 
--- 7 READS          |          73 WRITES 
--- 6 READS          |          63 WRITES 
--- 7 READS          |          139 WRITES 
--- 7 READS          |          121 WRITES 
--- 7 READS          |          19 WRITES 
--- 7 READS          |          61 WRITES 
--- 6 READS          |          75 WRITES 
--- 3 READS          |          23 WRITES 
--- 1 READS          |          95 WRITES 
--- 7 READS          |          175 WRITES 
--- 5 READS          |          17 WRITES 
--- 1 READS          |          96 WRITES 
--- 7 READS          |          51 WRITES 
--- 7 READS          |          105 WRITES 
--- 7 READS          |          9 WRITES 
--- 6 READS          |          65 WRITES 
--- 6 READS          |          149 WRITES 
--- 6 READS          |          17 WRITES 
--- 7 READS          |          39 WRITES 
--- 7 READS          |          123 WRITES 
--- 3 READS          |          73 WRITES 
--- 5 READS          |          67 WRITES 
--- 7 READS          |          159 WRITES 
--- 4 READS          |          157 WRITES 
--- 3 READS          |          73 WRITES 
--- 6 READS          |          107 WRITES 
--- 5 READS          |          127 WRITES 
--- 6 READS          |          77 WRITES 
--- 4 READS          |          109 WRITES 
--- 5 READS          |          139 WRITES 
--- 7 READS          |          123 WRITES 
--- 6 READS          |          95 WRITES 
--- 7 READS          |          5 WRITES 
--- 6 READS          |          41 WRITES 
--- 6 READS          |          95 WRITES 
--- 4 READS          |          13 WRITES 
